REF	24077	insertFinancialStatePriceCatalogForRequests
REF	24130	insertFinancialStatePriceCatalogForPermisions
REF	24172	insertFinancialStatePriceCatalogForIternationalDriveingLicences
REF	24214	addCustomerFinancialStatFromTehnicalExam
DOC	24244	addCustomerFinancialStatFromDocument
CUS	24274	addCustomerFinancialStat
PAY	24329	addPaymentDocumentsDetailFinace
CUS	24349	getCustomerFinancialState
CUS	24374	getCustomerFinancialStatById
CUS	24400	deleteCustomerFinancialStat
CUS	24415	deleteCustomerDept
CUS	24430	getCustomerById
CUS	24468	NumOfCustomerMBExists
CUS	24482	deleteCustomer
CUS	24497	updateCustomer
CUS	24563	addCustomer
CUS	24651	getCustomers
REF	24688	deleteEngineTypeModelRelation
REF	24703	addEngineTypeModelRelation
REF	24731	getEngineTypeModelRelationById
REF	24749	getEngineTypeModelRelations
REF	24766	updateEngineTypeModelRelation
CUS	24790	getCustomersBankAccountByIdCustomer
CUS	24810	getCustomersBankAccountById
CUS	24830	getCustomersBankAccounts
CUS	24849	updateCustomersBankAccount
CUS	24879	addCustomersBankAccount
CUS	24913	deleteCustomersBankAccount
PAY	24928	deleteDocumentPaymentProo
PAY	24943	addDocumentPaymentProo
PAY	24968	updateDocumentPaymentProo
PAY	24992	getDocumentPaymentProoById
PAY	25009	getDocumentPaymentProof
DOC	25025	getDocumentsPermisionById
DOC	25052	getDocumentsPermisions
DOC	25078	addDocumentsPermision
DOC	25133	deleteDocumentsPermision
DOC	25148	updateDocumentsPermision
DOC	25195	existsPremision
PAY	25345	addPaymentItem
PAY	25376	updatePaymentItem
PAY	25404	getPaymentItems
PAY	25422	getPaymentItemById
PAY	25439	getPaymentItemByIdPymentCategory
PAY	25458	deletePaymentItem
DOC	25832	NumOfInternationLicenceExists
PAY	25846	updatePaymentDocumentsRat
PAY	25878	getPaymentDocumentsRatByIdPaymentDocument
PAY	25899	getPaymentDocumentsRata
PAY	25919	getPaymentDocumentsRatById
PAY	25940	deletePaymentDocumentsRat
PAY	25955	addPaymentDocumentsRat
REF	25992	addVehicleEnginePowerSourceType
REF	26017	deleteVehicleEnginePowerSourceType
REF	26032	updateVehicleEnginePowerSourceType
REF	26056	getVehicleEnginePowerSourceTypes
REF	26072	getVehicleEnginePowerSourceTypeById
PAY	26089	updatePaymentDocumentsDetail
PAY	26127	addPaymentDocumentsDetail
PAY	26173	deletePaymentDocumentsDetail
PAY	26188	getPaymentDocumentsDetails
PAY	26211	getPaymentDocumentsDetailById
PAY	26235	getPaymentDocumentsDetailByIdPaymentDocuments
REF	26377	updatePriceCatalog
REF	26415	addPriceCatalog
REF	26461	deletePriceCatalog
REF	26476	getPriceCatalog
REF	26499	getPriceCatalogForInernationalDriveingLicences
REF	26522	getPriceCatalogForTrafficLicences
REF	26545	getPriceCatalogForPermisionForVehicles
REF	26568	getPriceCatalogById
REF	26592	getPriceCatalogForTehnicalExams
REF	26615	getPriceCatalogForRequests
